Tipo_evento,Mkey,Fecha_evento,Ciudad,Estado,Pais,N#,Grabaion_seguridad,Modo,Tipo_reporte,FrchaPublicacionOriginal,Nivel_lesiones,Lesiones_fatales,Lesiones_graves,Lesiones_menores,Cuasa_probable,Recomendacion
ACC,11895,1993-01-16 16:00:00+00:00,POESTENKILL,New York,United States,N7804W,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Minor,0,0,1,THE TOTAL LOSS OF ENGINE POWER DUE TO UNDETERMINED REASONS.,
ACC,18687,1993-01-16 14:48:00+00:00,SAN ANTONIO,Texas,United States,N56221,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,None,0,0,0,THE FAILURE OF THE PILOT TO MAINTAIN DIRECTIONAL CONTROL DURING THE LANDING ROLL,
ACC,18688,1993-01-16 11:40:00+00:00,PORTLAND,Texas,United States,N90LH,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Minor,0,0,1,A LOSS OF ENGINE POWER DUE TO CARBURETOR ICING AND THE LACK OF SUITABLE TERRAIN FOR A FORCED LANDING.,
ACC,42977,1993-01-16 11:29:00+00:00,FRUIT HEIGHTS,Utah,United States,N8004K,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,Fatal,1,0,0,"VFR FLIGHT INTO IMC CONDITIONS WAS ATTEMPTED BY THE PILOT.  FACTORS INCLUDE RAIN, SNOW, AND FOG.",
ACC,8725,1993-01-16 10:25:00+00:00,PALMETTO,Georgia,United States,N8226L,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,None,0,0,0,"THE PILOT'S FAILURE TO ATTAIN THE PROPER TOUCHDOWN POINT, AND HIS IMPROPER RECOVERY FROM A BOUNCED LANDING. A FACTOR WAS THE PILOT'S LACK OF TOTAL EXPERIENCE IN THE AIRPLANE.",
ACC,33297,1993-01-16 09:45:00+00:00,WALKERS CAY,,Bahamas,N99ZG,False,Aviation,None,,Fatal,2,0,0,,
ACC,42976,1993-01-16 08:45:00+00:00,JOHN DAY,Oregon,United States,N161RS,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL.  FACTORS INCLUDE A SNOW COVERED RUNWAY.,
ACC,18686,1993-01-15 16:39:00+00:00,GODLEY,Texas,United States,N22R,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Minor,0,0,1,"THE PARTIAL POWER LOSS DUE TO THE PILOT'S DELAYED APPLICATION OF CARBURETOR HEAT. FACTORS WERE CARBURETOR ICE, AND THE SLOPING TERRAIN",
ACC,18639,1993-01-15 14:23:00+00:00,PORTER,Texas,United States,N5563G,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Fatal,2,0,0,INADVERTENT STALL. FACTORS WERE THE PILOT'S FAILURE TO FOLLOW THE PUBLISHED CHECKLIST AND THE IMPROPER FLAP SETTING,
ACC,27819,1993-01-15 13:43:00+00:00,RENO,Nevada,United States,N4733G,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,Fatal,2,0,0,THE FAILURE OF THE PILOT TO USE PITOT STATIC SYSTEM COVERS DURING ICING CONDITIONS WHICH RESULTED IN A BLOCKED PITOT TUBE AND SUBSEQUENT LOSS OF AIRSPEED INDICATIONS.  THIS LED TO PILOT DISORIENTATION AND AN INVERTANT STALL.  FACTORS TO THE ACCIDENT WERE IMPROPER SNOW REMOVAL AND ADVERSE WEATHER CONDITIONS.,
ACC,42943,1993-01-15 12:15:00+00:00,CHINOOK,Montana,United States,N28908,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,Fatal,1,0,0,INATTENTIVE FBO PERSONNEL.,
ACC,11871,1993-01-15 08:33:00+00:00,LIGONIER,Pennsylvania,United States,N28196,False,Aviation,DirectorBrief,1993-12-03 05:00:00+00:00,Fatal,2,0,0,"VISUAL FLIGHT RULES (VFR) FLIGHT BY THE PILOT INTO INSTRUMENT METEOROLOGICAL CONDITIONS (IMC), AND THE PILOT'S FAILURE TO MAINTAIN SUFFICIENT ALTITUDE FROM THE WOODED TERRAIN.  THE TERRAIN AND ADVERSE WEATHER CONDITIONS WERE RELATED FACTORS.",
INC,18678,1993-01-15 00:15:00+00:00,DFW AIRPORT,Texas,United States,N8041U,False,Aviation,DirectorBrief,1993-12-03 05:00:00+00:00,None,0,0,0,FAILURE OF AN ENGINE TURBINE WHEEL FOR UNDETERMINED REASONS.,
ACC,11894,1993-01-14 17:20:00+00:00,MANORHAVEN,New York,United States,CFAXE,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,Minor,0,0,1,THE PARTIAL POWER LOSS DUE TO INDUCTION SYSTEM ICING AND THE PILOTS FAILURE TO APPLY CARBURETOR HEAT DURING WEATHER CONDUCIVE TO INDUCTION SYSTEM ICING.,
ACC,8723,1993-01-14 17:00:00+00:00,SALISBURY,North Carolina,United States,N25865,False,Aviation,DirectorBrief,1993-11-19 05:00:00+00:00,None,0,0,0,THE PILOT BECAME LOST AND EXHAUSTED THE AIRPLANE FUEL SUPPLY.,
ACC,15650,1993-01-14 14:05:00+00:00,MADISON,Wisconsin,United States,N18M,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,A JAMMED MAIN LANDING GEAR BRAKE.,
ACC,42975,1993-01-14 12:30:00+00:00,HANKSVILLE,Utah,United States,N550TH,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,"AN IMPROPER FUEL SELECTOR VALVE POSITION, FUEL STARVATION, AND INADEQUATE REMEDIAL ACTION. FACTORS INCLUDE SOFT, ROUGH TERRAIN.",
ACC,8722,1993-01-14 01:00:00+00:00,GOLDSBORO,North Carolina,United States,N8409A,False,Aviation,DirectorBrief,1994-02-18 05:00:00+00:00,None,0,0,0,THE PILOT'S IMPROPER DECISION IN ATTEMPTING A NIGHT LANDING AT AN AIRPORT WITHOUT OPERATING RUNWAY LIGHTS WHICH RESULTED IN A TOUCHDOWN OFF THE RUNWAY. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE: AN AIRPLANE LIGHTING MALFUNCTION FOR AN UNDETERMINED REASON(S) AND THE DARK NIGHT LIGHT CONDITION.,
ACC,18685,1993-01-13 13:06:00+00:00,FORT WORTH,Texas,United States,N64949,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,None,0,0,0,THE PILOT'S INADEQUATE FLARE AND THE IMPROPER RECOVERY FROM A BOUNCED LANDING,
ACC,27818,1993-01-12 20:23:00+00:00,HAYWARD,California,United States,N3202A,False,Aviation,DirectorBrief,1993-11-15 05:00:00+00:00,Fatal,2,0,0,THE PILOT'S CONTINUED FLIGHT INTO KNOWN ADVERSE WEATHER CONDITIONS AND CONTINUED VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS. CONTRIBUTING TO THE ACCIDENT WERE DARK NIGHT LIGHT CONDITIONS AND RAIN.,
ACC,18684,1993-01-12 12:45:00+00:00,SANTA FE,New Mexico,United States,N734GD,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Minor,0,0,1,THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL. A FACTOR WAS THE SNOW CONDITIONS,
ACC,15649,1993-01-11 19:55:00+00:00,SUSANK,Kansas,United States,N712AC,False,Aviation,DirectorBrief,1994-08-26 04:00:00+00:00,Serious,0,1,0,THE PILOT'S CONTINUED FLIGHT INTO ADVERSE WEATHER AND THE OWNER'S REPRESENTATION THAT THE AIRPLANE MET THE REQUIREMENTS FOR FLIGHT INTO ICING CONDITIONS. THE WEATHER AND AIRFRAME ICE WERE FACTORS IN THE ACCIDENT.,
ACC,11866,1993-01-11 17:23:00+00:00,TONAWANDA,New York,United States,N1088Z,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,Fatal,2,0,0,"IMPROPER INFLIGHT PLANNING/DECISION BY THE PILOT AND HIS FAILURE TO MAINTAIN CLEARANCE FROM AN OBSTACLE DURING FLIGHT.  FACTORS RELATED TO THE ACCIDENT INCLUDE POOR VISIBILITY AND WEATHER CONDITIONS AT DUSK, AND THE PILOT'S EXCESSIVE AIRSPEED FOR THE CONDITIONS.",
ACC,27906,1993-01-11 15:46:00+00:00,TORRANCE,California,United States,N6019T,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,"1) THE PILOT MISJUDGING THE AIRPLANE'S LANDING FLARE, AND 2) THE PILOT'S IMPROPER RECOVERY FROM A BOUNCED LANDING.  A FACTOR IN THIS ACCIDENT WAS THE PILOT'S LACK OF TOTAL AIRCRAFT EXPERIENCE.",
INC,42944,1993-01-11 10:15:00+00:00,RIVERTON,Wyoming,United States,N34010,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,"THE PILOT'S DISORIENTATION. FACTORS INCLUDE SNOW, FOG, SNOW COVERED TERRAIN, AND A DRAINAGE DITCH.",
ACC,11865,1993-01-10 14:00:00+00:00,STOW,Massachusetts,United States,N52785,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Fatal,1,0,0,"AN INADEQUATE PREFLIGHT BY THE PILOT, WHICH ALLOWED WATER CONTAMINATION IN THE FUEL AND SUBSEQUENT LOSS OF ENGINE POWER; AND FAILURE OF THE PILOT TO MAINTAIN ADEQUATE AIRSPEED, WHICH RESULTED IN A STALL.",
ACC,11893,1993-01-10 13:25:00+00:00,MANCHESTER,New Hampshire,United States,N245RP,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,"INCORRECT INSTALLATION OF THE SEALS IN THE NOSE GEAR ASSEMBLY, WHICH PREVENTED THE NOSE GEAR FROM LOCKING IN THE DOWN POSITION.",
INC,18677,1993-01-10 10:22:00+00:00,DFW AIRPORT,Texas,United States,N7532A,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,Minor,0,0,5,THE INACCURATE SAFETY ADVISORY PROVIDED BY THE TOWER OPERATOR. A FACTOR WAS THE EMERGENCY EVACUATION,
ACC,33215,1993-01-09 15:05:00+00:00,NEW SMYRNA BCH,Florida,United States,N1443S,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,Fatal,1,0,0,"THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN ALTITUDE WHILE MANEUVERING IN A TURN AT A LOW ALTITUDE, RESULTING IN AN IN-FLIGHT COLLISION WITH THE OCEAN.",
ACC,15648,1993-01-09 10:30:00+00:00,LA POINTE,Wisconsin,United States,N7057B,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,Minor,0,0,1,SPATIAL DISORIENTATION OF THE PILOT.,
INC,15593,1993-01-09 07:19:00+00:00,SAVOY,Illinois,United States,N433AW,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,None,0,0,0,THE TOTAL FAILURE OF THE INBOARD RIGHT MAIN LANDING GEAR WHEEL AXLE DURING THE INITIAL CLIMB.,
ACC,18269,1993-01-08 22:30:00+00:00,MONTE VISTA,Colorado,United States,N96LL,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,None,0,0,0,A LOSS OF CONTROL DURING LANDING WHEN THE AIRCRAFT STRUCK A SNOWBANK WHICH WAS LEFT ON THE RUNWAY AS A RESULT OF INADEQUATE PLOWING.,
INC,18251,1993-01-08 19:37:00+00:00,DENVER,Colorado,United States,N601UA,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,None,0,0,0,MEDICAL INCAPACITATION OF THE FIRST OFFICER.,
INC,15592,1993-01-08 12:03:00+00:00,DETROIT,Michigan,United States,N826MA,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,None,0,0,0,"THE MANUFACTURER'S INADEQUATE DESIGN OF THE FUEL TRANSFER TUBE SYSTEM, WHICH LOOSENED/DISCONNECTED DURING ENGINE OPERATION.",
ACC,27904,1993-01-07 16:10:00+00:00,SAN JACINTO,California,United States,N20513,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Serious,0,1,0,THE FLIGHT'S ENCOUNTER WITH UNFORECAST CLEAR AIR TURBULENCE.,
INC,5840,1993-01-07 15:30:00+00:00,AKUTAN,Alaska,United States,N22932,False,Aviation,DirectorBrief,1993-12-03 05:00:00+00:00,None,0,0,0,"THE INCIDENT WAS CAUSED BY THE PILOTS IMPROPER COMPENSATION FOR THE WINDS. FACTORS WERE THE MICROBURST, THE ROUGH WATER, AND THE PILOT'S INADEQUATE EVALUATION OF THE WEATHER CONDITIONS.",
ACC,15647,1993-01-07 14:45:00+00:00,MARYSVILLE,Kansas,United States,N8016M,False,Aviation,DirectorBrief,1994-02-18 05:00:00+00:00,Minor,0,0,1,"THE PILOT'S FAILURE TO MAINTAIN SUFFICIENT AIRSPEED. FACTORS CONTRIBUTING TO THE ACCIDENT WERE THE ICING CONDITIONS ENCOUNTERED, AND THE WINDSHIELD & AIRFRAME ICE.",
ACC,42942,1993-01-07 13:40:00+00:00,COUNCIL,Idaho,United States,N9841Q,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,THE PILOT'S FAILURE TO MAINTAIN PROPER ALTITUDE DURING THE LOW PASS. THE SNOW COVERED TERRAIN AND THE PILOT'S INADEQUATE PREFLIGHT PREPARATION WERE FACTORS.,
ACC,33214,1993-01-06 15:02:00+00:00,HOLLYSPRINGS,Mississippi,United States,N22761,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,Serious,0,1,0,"THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN AIRSPEED WHILE MANEUVERING DURING A FORCED LANDING, RESULTING IN AN IN-FLIGHT LOSS OF CONTROL (STALL), AND SUBSEQUENT COLLISION WITH TERRAIN. CONTRIBUTING TO THE ACCIDENT WAS A TOTAL LOSS OF ENGINE POWER IN FLIGHT DUE TO FUEL EXHAUSTION.",
ACC,15646,1993-01-06 11:30:00+00:00,WARREN,Minnesota,United States,N6176G,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,None,0,0,0,THE STUDENT PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL.,
ACC,33216,1993-01-06 00:12:00+00:00,TAMPA,Florida,United States,N1439P,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,Minor,0,0,1,POOR IN-FLIGHT PLANNING/DECISION BY THE CFI RESULTING IN THE TOTAL LOSS OF ENGINE POWER FROM BOTH ENGINES DUE TO FUEL EXHAUSTION.,
ACC,2327,1993-01-05 20:21:00+00:00,NOME,Alaska,United States,N900YH,False,Aviation,DirectorBrief,1994-06-30 04:00:00+00:00,None,0,0,0,"FUEL STARVATION DUE TO IMPROPER REFUELING PROCEDURES BY THE FBO PERSONNEL, INADEQUATE PREFLIGHT BY THE PILOT, AND RESULTANT ICE IN THE FUEL, WHICH BLOCKED FUEL FLOW TO THE ENGINES.  A FACTOR WAS THE LACK OF SUITABLE TERRAIN FOR A FORCED LANDING.",
ACC,33213,1993-01-05 14:53:00+00:00,SARASOTA,Florida,United States,N360AA,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,Serious,0,3,21,THE IN-FLIGHT ENCOUNTER WITH WEATHER AND THE FAILURE OF THE PASSENGERS TO COMPLY WITH THE INSTRUCTIONS OF THE FLIGHTCREW.,
ACC,18634,1993-01-05 14:45:00+00:00,WICHITA FALLS,Texas,United States,N4870B,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,Minor,0,0,1,THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL.,
ACC,5859,1993-01-05 14:10:00+00:00,SCAMMON BAY,Alaska,United States,N7373U,False,Aviation,DirectorBrief,1993-12-03 05:00:00+00:00,Minor,0,0,2,THE PILOTS FAILURE TO FOLLOW VFR PROCEDURES.  A FACTOR WAS THE WHITEOUT SNOW CONDITION.,
ACC,15645,1993-01-05 08:40:00+00:00,METROPOLIS,Illinois,United States,N732FB,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,None,0,0,0,THE FATIGUE FAILURE OF THE EXHAUST VALVE.,
ACC,15584,1993-01-03 19:20:00+00:00,SMITHS CREEK,Michigan,United States,N1ZD,False,Aviation,DirectorBrief,1994-02-28 05:00:00+00:00,Fatal,3,0,0,THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN CONTROL OF THE AIRPLANE DURING THE APPROACH. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE THE ADVERSE WEATHER CONDITIONS AND THE DARK NIGHT.,
ACC,8719,1993-01-03 16:30:00+00:00,ROANOKE RAPIDS,North Carolina,United States,N8024T,False,Aviation,DirectorBrief,1994-02-28 05:00:00+00:00,Minor,0,0,3,THE PILOT-AT-CONTROL'S FAILURE TO USE CARBURETOR HEAT RESULTING IN A LOSS OF ENGINE POWER DUE TO CARBURETOR ICE. A FACTOR WHICH CONTRIBUTED TO THE ACCIDENT WAS WEATHER CONDUCIVE TO CARBURETOR ICE.,
ACC,42935,1993-01-03 15:40:00+00:00,OGDEN,Utah,United States,N1078V,False,Aviation,DirectorBrief,1994-03-18 05:00:00+00:00,Fatal,4,0,0,"THE PILOT'S CONTINUATION OF VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS, AND HIS DECISION TO CONTINUE HIS LANDING ATTEMPTS UNDER THE ADVERSE WEATHER CONDITIONS. FACTORS CONTRIBUTING TO THE ACCIDENT WERE THE LOW CLOUDS, FOG AND MOUNTAINOUS TERRAIN.",
ACC,8683,1993-01-03 14:05:00+00:00,FT. BRAGG,North Carolina,United States,N5774V,False,Aviation,DirectorBrief,1993-11-19 05:00:00+00:00,Fatal,2,0,0,THE LOSS OF ENGINE POWER FOR UNDETERMINED REASONS AND THE LOSS OF CONTROL DURING THE FORCED LANDING.,
ACC,15644,1993-01-03 12:00:00+00:00,MILWAUKEE,Wisconsin,United States,N1801V,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,Minor,0,0,1,FAILURE OF THE PILOT TO PERFORM AN ABORTED LANDING AND FAILURE TO SELECT A PROPER TOUCHDOWN POINT ON THE RUNWAY.,
ACC,33212,1993-01-03 11:14:00+00:00,FORT MYERS,Florida,United States,N18YV,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,None,0,0,0,FAILURE OF THE PILOT-IN-COMMAND TO FOLLOW THE CHECKLIST AND COMPLACENCY OF THE PILOT-IN-COMMAND FOR FAILURE TO EXTEND THE LANDING GEAR BEFORE LANDING.,
ACC,15773,1993-01-02 19:42:00+00:00,HIBBING,Minnesota,United States,N342PX,False,Aviation,DirectorBrief,1994-04-21 04:00:00+00:00,None,0,0,0,"THE FIRST OFFICER'S FAILURE TO MAINTAIN A PROPER DESCENT RATE DURING THE LANDING, AND THE CAPTAIN'S INADEQUATE SUPERVISION BY NOT TAKING TIMELY ACTION TO ENSURE A SAFE LANDING. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE: THE COMPANY'S FAILURE TO PROVIDE ADEQUATE TRAINING ON THE AIRPLANE'S FLIGHT CHARACTERISTICS AND/OR HANDLING TECHNIQUES UNDER CONDITIONS OF WING ICE CONTAMINATION, THE COMPANY'S FAILURE TO ASSURE THAT BOTH PILOTS HAD RECEIVED THE CURRENT CREW RESOURCE MANAGEMENT (CRM) TRAINING, AND THE EXISTING WEATHER CONDITIONS WHICH RESULTED IN AN ACCUMULATION OF ICE ON THE AIRPLANE'S WING.",
ACC,8721,1993-01-02 17:00:00+00:00,CROSSVILLE,Tennessee,United States,N7712Y,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,None,0,0,0,"THE PILOT'S FAILURE TO FOLLOW CHECKLIST PROCEDURES IN THAT HE DID NOT UTILIZE THE ALTERNATE GEAR EXTENSION METHOD WHEN ELECTRICAL POWER WAS LOST. A FACTOR WAS HIS FAILURE TO FOLLOW THE CHECKLIST WHEN HE FAILED TO TURN ON THE GENERATORS PRIOR TO FLIGHT, WHICH RESULTED IN ELECTRICAL FAILURE.",
ACC,11892,1993-01-02 15:30:00+00:00,PHILIPSBURG,Pennsylvania,United States,N15141,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,None,0,0,0,THE INADEQUATE REMOVAL OF SNOW FROM THE RUNWAYS BY AIRPORT PERSONNEL AND THE PROCEDURES/DIRECTIVES FOR AIRPORT SNOW REMOVAL NOT UNDERSTOOD.,
ACC,27903,1993-01-02 15:30:00+00:00,GORMAN,California,United States,N6790V,False,Aviation,DirectorBrief,1993-11-15 05:00:00+00:00,Minor,0,0,2,"1) THE CARBURETOR INLET FUEL LINE BEING IMPROPERLY INSTALLED BY MAINTENANCE PERSONNEL WHICH ALLOWED THE CARBURETOR TO BECOME CONTAMINATED WITH METAL PARTICLES, AND 2) THE CARBURETOR FLOAT VALVE BEING JAMMED BY METAL PARTICLES WHICH ALLOWED EXCESSIVE FUEL TO BE INTRODUCED INTO THE CARBURETOR RESULTING IN FLOODING AND THE TOTAL LOSS OF ENGINE POWER. A FACTOR IN THIS ACCIDENT WAS THE PILOT ENCOUNTERING AN UNFAVORABLE CROSSWIND DURING FINAL APPROACH WHICH LED TO THE AIRPLANE'S WING COLLIDING WITH FENCE POSTS DURING LANDING ROLL.",
ACC,27902,1993-01-02 13:45:00+00:00,CONCORD,California,United States,N2008M,False,Aviation,DirectorBrief,1993-11-15 05:00:00+00:00,Minor,0,0,1,THE ENGINE MANUFACTURER FAILING TO PROPERLY INSTALL TAB WASHERS DURING OVERHAUL WHICH RESULTED IN ONE BOLT BECOMING LOOSE AND BEING INGESTED THROUGH VARIOUS ENGINE GEAR DRIVES.  THE INGESTION AND LOOSE OIL PUMP COVER RESULTED IN THE ENGINE RUNNING ROUGH AND A BURNING SMELL WHICH CAUSED THE PILOT TO HAVE TO SHUT DOWN THE ENGINE.,
ACC,33296,1993-01-02 09:45:00+00:00,BIMINI,,Bahamas,N4107V,False,Aviation,None,,None,0,0,0,,
INC,33182,1993-01-02 08:15:00+00:00,ORLANDO,Florida,United States,N9056D,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,Minor,0,0,1,"POOR IN-FLIGHT PLANNING/DECISION BY THE PILOT, AND EXCESSIVE DESCENT RESULTING IN A HARD LANDING.",
ACC,33211,1993-01-01 18:50:00+00:00,TITUSVILLE,Florida,United States,N82542,False,Aviation,DirectorBrief,1994-02-10 05:00:00+00:00,Minor,0,0,1,"LOSS OF ENGINE POWER DURING THE DOWNWIND LEG FOR UNDETERMINED REASONS, POOR IN-FLIGHT PLANNING/DECISION BY THE DUAL STUDENT, AND INADEQUATE SUPERVISION BY THE PILOT-IN-COMMAND (CFI).",
ACC,8718,1993-01-01 18:30:00+00:00,FUQUAY-VARINA,North Carolina,United States,N714XN,False,Aviation,DirectorBrief,1993-10-25 04:00:00+00:00,Minor,0,0,1,"THE POOR JUDGEMENT OF THE FLIGHT INSTRUCTOR IN ALLOWING HIS STUDENT TO RETURN FROM A CROSS COUNTRY AT NIGHT, AND THE STUDENT PILOT'S FAILURE TO MAINTAIN A PROPER ALTITUDE ON FINAL APPROACH. FACTORS WERE THE DARK NIGHT CONDITIONS, THE TREES BELOW THE FINAL APPROACH PATH, THE FAILURE OF THE PILOT TO UTILIZE THE AIRCRAFT LANDING LIGHT, AND THE STUDENT PILOT'S LACK OF TOTAL EXPERIENCE IN NIGHT FLYING.",
ACC,27901,1993-01-01 16:00:00+00:00,FOLSOM,California,United States,N7462F,False,Aviation,DirectorBrief,1993-10-13 04:00:00+00:00,Serious,0,1,0,THE PILOT FAILING TO MAINTAIN AN ADEQUATE VISUAL LOOKOUT RESULTING IN THE HELICOPTER COLLIDING WITH ELECTRICAL TRANSMISSION WIRES.,
ACC,33174,1993-01-01 15:10:00+00:00,LILLIAN,Alabama,United States,N72088,False,Aviation,DirectorBrief,1993-11-15 05:00:00+00:00,Fatal,1,0,1,"THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN AIRSPEED AS THE AIRCRAFT WAS TURNED FROM BASE LEG TO FINAL APPROACH, RESULTING IN AN INADVERTENT STALL AND UNCONTROLLED DESCENT TO THE GROUND.",
ACC,8720,1993-01-01 14:30:00+00:00,BESSEMER,Alabama,United States,N4292N,False,Aviation,DirectorBrief,1993-11-03 05:00:00+00:00,None,0,0,0,THE FAILURE OF THE PILOT TO MAINTAIN DIRECTIONAL CONTROL DURING TAKE OFF.,
